"date","close","open","high","low","volume","change"
"2023-6-13","15.2679","15.1417","15.5074","15.0202","392.17K","0.83%"
"2023-6-12","15.1417","15.0900","15.2741","14.7721","374.80K","0.34%"
"2023-6-11","15.0900","15.0783","15.3584","14.8441","456.71K","0.08%"
"2023-6-10","15.0783","16.9412","16.9599","12.6705","2.38M","-11.00%"
"2023-6-9","16.9412","16.9827","17.1788","16.8003","311.76K","-0.24%"
"2023-6-8","16.9827","16.9103","17.0904","16.7821","261.63K","0.43%"
"2023-6-7","16.9103","17.5895","17.6210","16.7615","391.59K","-3.81%"
"2023-6-6","17.5807","17.0181","17.6697","16.9329","446.88K","3.31%"
"2023-6-5","17.0181","18.2285","18.2485","16.6371","873.27K","-6.64%"
"2023-6-4","18.2285","18.1302","18.3894","18.0897","200.43K","0.54%"
"2023-6-3","18.1302","18.1492","18.3282","18.0398","197.31K","-0.10%"
"2023-6-2","18.1492","17.8277","18.1884","17.7077","214.22K","1.80%"
"2023-6-1","17.8277","18.0171","18.0580","17.6966","210.25K","-1.05%"
"2023-5-31","18.0171","18.2606","18.3212","17.8285","223.30K","-1.33%"
"2023-5-30","18.2606","18.3614","18.4685","18.1795","258.71K","-0.55%"
"2023-5-29","18.3614","18.5401","18.6087","18.2496","241.87K","-0.96%"
"2023-5-28","18.5401","18.1702","18.6585","18.1460","361.02K","2.04%"
"2023-5-27","18.1702","18.0206","18.2113","17.8893","140.79K","0.83%"
"2023-5-26","18.0206","17.7207","18.2808","17.6389","267.10K","1.69%"
"2023-5-25","17.7207","17.7906","17.8316","17.4189","235.28K","-0.39%"
"2023-5-24","17.7906","18.3702","18.3874","17.5735","400.76K","-3.16%"
"2023-5-23","18.3702","18.2393","18.5294","18.1612","284.46K","0.72%"
"2023-5-22","18.2393","17.9302","18.4872","17.7805","328.29K","1.72%"
"2023-5-21","17.9302","18.3203","18.3896","17.8509","257.22K","-2.13%"
"2023-5-20","18.3203","18.3000","18.4293","18.1632","194.36K","0.11%"
"2023-5-19","18.3000","18.3385","18.4880","18.2408","155.79K","-0.21%"
"2023-5-18","18.3385","18.5497","18.7291","17.8909","437.03K","-1.14%"
"2023-5-17","18.5497","18.2865","18.6954","18.2009","409.21K","1.44%"
"2023-5-16","18.2865","18.2899","18.3499","18.0314","304.66K","-0.02%"
"2023-5-15","18.2899","18.1170","18.4656","17.8955","399.75K","0.95%"
"2023-5-14","18.1170","18.1011","18.3397","17.9891","173.29K","0.09%"
"2023-5-13","18.1011","18.2085","18.2708","18.0002","195.80K","-0.59%"
"2023-5-12","18.2085","18.0820","18.2398","17.6619","412.37K","0.70%"
"2023-5-11","18.0820","18.8204","18.9592","17.7758","557.07K","-3.92%"
"2023-5-10","18.8204","18.7499","19.3175","17.8581","756.81K","0.38%"
"2023-5-9","18.7499","18.2698","19.2384","18.0702","650.52K","2.63%"
"2023-5-8","18.2698","18.7306","18.8096","17.5662","744.20K","-2.51%"
"2023-5-7","18.7402","18.9405","19.0995","18.6903","170.71K","-1.06%"
"2023-5-6","18.9405","19.6001","19.7494","18.7602","392.93K","-3.37%"
"2023-5-5","19.6001","19.3092","19.7289","19.1589","297.66K","1.51%"
"2023-5-4","19.3092","19.5501","19.5694","19.1413","191.55K","-1.23%"
"2023-5-3","19.5501","19.2499","19.7759","18.8242","488.22K","1.56%"
"2023-5-2","19.2499","19.2111","19.3602","18.9315","264.89K","0.20%"
"2023-5-1","19.2111","19.4036","19.5401","18.8955","342.11K","-0.99%"
"2023-4-30","19.4036","19.8097","19.9901","19.3000","309.38K","-2.05%"
"2023-4-29","19.8097","19.7604","19.9898","19.7002","238.70K","0.25%"
"2023-4-28","19.7604","19.8090","19.8793","19.4508","328.47K","-0.25%"
"2023-4-27","19.8090","19.3399","20.0281","19.2899","593.49K","2.43%"
"2023-4-26","19.3399","19.7903","20.3473","18.5765","951.73K","-2.28%"
"2023-4-25","19.7903","19.4029","20.0343","19.0903","496.86K","2.00%"
"2023-4-24","19.4029","19.6999","20.0363","19.0834","501.47K","-1.51%"
"2023-4-23","19.6999","20.2002","20.2489","19.3997","658.01K","-2.48%"
"2023-4-22","20.2002","19.3234","20.4782","19.3109","937.36K","4.39%"
"2023-4-21","19.3509","20.0698","20.2091","19.0823","882.76K","-3.58%"
"2023-4-20","20.0698","20.3010","20.6607","19.7612","831.66K","-1.14%"
"2023-4-19","20.3010","21.8685","21.8789","20.0076","1.35M","-7.13%"
"2023-4-18","21.8595","21.7191","22.2180","21.3393","748.01K","0.65%"
"2023-4-17","21.7191","22.2613","22.2715","21.4570","837.13K","-2.44%"
"2023-4-16","22.2613","22.0807","22.4605","21.8545","648.36K","0.82%"
"2023-4-15","22.0807","22.4093","22.4724","21.9302","668.83K","-1.47%"
"2023-4-14","22.4093","22.4104","23.1087","21.8507","1.50M","0.00%"
"2023-4-13","22.4104","22.0382","22.7248","21.5690","1.63M","1.69%"
"2023-4-12","22.0382","21.4803","22.5869","20.6608","2.73M","2.60%"
"2023-4-11","21.4803","21.0078","22.1902","20.8523","1.63M","2.25%"
"2023-4-10","21.0078","20.5592","21.0497","20.2784","395.46K","2.18%"
"2023-4-9","20.5592","20.3495","20.6974","20.1912","284.81K","1.03%"
"2023-4-8","20.3495","20.4801","20.6093","20.2499","225.23K","-0.64%"
"2023-4-7","20.4801","20.6791","20.7892","20.1642","472.99K","-0.96%"
"2023-4-6","20.6791","21.1301","21.1398","20.4607","561.69K","-2.13%"
"2023-4-5","21.1301","21.1280","21.5592","20.6070","904.21K","0.01%"
"2023-4-4","21.1280","20.6998","21.4829","20.3804","1.11M","2.07%"
"2023-4-3","20.6998","20.4297","20.8879","19.8532","1.13M","1.32%"
"2023-4-2","20.4297","21.2398","21.2777","20.1608","902.90K","-3.81%"
"2023-4-1","21.2398","20.7404","21.6073","20.4798","1.05M","2.41%"
"2023-3-31","20.7404","20.2794","20.8503","20.0091","664.09K","2.27%"
"2023-3-30","20.2794","20.6598","20.9487","19.9909","826.20K","-1.88%"
"2023-3-29","20.6689","20.1588","21.0483","20.0598","804.09K","2.53%"
"2023-3-28","20.1588","19.6789","20.2284","19.5677","837.88K","2.44%"
"2023-3-27","19.6793","20.3292","20.3593","19.0309","932.68K","-3.20%"
"2023-3-26","20.3292","20.0201","20.4583","19.9400","531.31K","1.54%"
"2023-3-25","20.0201","20.1998","20.5979","19.5587","795.46K","-0.89%"
"2023-3-24","20.1998","20.7823","20.8789","19.7118","761.33K","-2.80%"
"2023-3-23","20.7823","20.0292","21.2827","19.9592","1.14M","3.81%"
"2023-3-22","20.0200","20.8999","21.0102","19.3121","1.68M","-4.30%"
"2023-3-21","20.9185","19.5585","21.1092","19.2004","1.62M","6.95%"
"2023-3-20","19.5585","21.0599","21.2881","19.3656","1.66M","-7.05%"
"2023-3-19","21.0415","20.7584","21.6894","20.7088","1.15M","1.36%"
"2023-3-18","20.7584","20.2802","22.4667","20.1742","3.07M","2.35%"
"2023-3-17","20.2821","18.7299","20.3096","18.5010","903.89K","8.29%"
"2023-3-16","18.7299","18.3806","18.8991","18.1330","836.05K","1.90%"
"2023-3-15","18.3806","20.2157","20.5785","18.0119","1.63M","-9.00%"
"2023-3-14","20.1976","19.5598","20.9696","19.0309","1.56M","3.26%"
"2023-3-13","19.5598","18.7271","20.1088","18.6720","2.37M","4.66%"
"2023-3-12","18.6896","17.1512","18.7681","16.8399","881.86K","8.97%"
"2023-3-11","17.1512","17.4304","17.8488","16.5351","842.21K","-1.60%"
"2023-3-10","17.4304","17.0719","17.5194","16.1427","1.34M","1.99%"
"2023-3-9","17.0904","18.2300","18.5876","16.6696","949.96K","-6.25%"
"2023-3-8","18.2300","19.2101","19.2803","18.0421","703.40K","-5.10%"
"2023-3-7","19.2101","19.6500","19.8295","18.8101","489.81K","-2.24%"
"2023-3-6","19.6500","19.7513","19.8100","19.1225","555.28K","-0.51%"
"2023-3-5","19.7513","19.9500","20.4079","19.6207","397.26K","-1.00%"
"2023-3-4","19.9500","20.3602","20.4394","19.4618","488.26K","-2.06%"
"2023-3-3","20.3696","21.0985","21.1087","19.1167","1.18M","-3.41%"
"2023-3-2","21.0892","21.2894","21.3707","20.5515","447.72K","-0.94%"
"2023-3-1","21.2894","20.7593","21.4475","20.6619","473.32K","2.55%"
"2023-2-28","20.7593","21.3103","21.4800","20.5700","441.96K","-2.54%"
"2023-2-27","21.3007","21.4096","21.5995","20.8204","556.88K","-0.55%"
"2023-2-26","21.4191","20.9905","21.5496","20.8336","445.79K","2.04%"
